0,5645.333333333355
1,5699.333333333352
2,5683.666666666685
3,5713.000000000018
4,5711.000000000018
5,5713.666666666684
0,5671.333333333352
1,5696.000000000019
2,5712.333333333351
3,5727.333333333351
4,5712.333333333351
5,5725.333333333352
6,5720.000000000018
7,5726.333333333351
8,5727.666666666685
9,5709.000000000018
10,5702.666666666684
11,5712.666666666685
12,5718.000000000018
13,5730.333333333351
14,5714.000000000018
15,5711.666666666685
16,5721.333333333351
17,5715.666666666685
18,5717.000000000017
19,5724.666666666684
20,5705.666666666684
21,5718.666666666685
22,5720.666666666686
23,5716.000000000017
24,5717.333333333352
25,5729.333333333352
26,5722.000000000018
27,5719.666666666685
28,5709.666666666683
29,5720.666666666684
30,5716.666666666685
31,5704.666666666685
32,5715.666666666684
33,5718.000000000019
34,5708.666666666684
35,5712.000000000018
36,5727.666666666685
37,5706.000000000018
38,5726.000000000018
39,5708.666666666685
40,5708.000000000018
41,5727.333333333351
42,5722.666666666686
43,5713.000000000018
44,5722.666666666686
45,5711.33333333335
46,5718.000000000018
47,5723.000000000017
48,5729.333333333351
49,5711.666666666684
50,5733.000000000018
51,5703.000000000019
52,5712.666666666684
53,5714.000000000019
54,5711.666666666684
55,5710.333333333352
56,5731.333333333352
57,5728.666666666684
58,5712.666666666686
59,5718.333333333351
60,5714.666666666685
61,5706.333333333352
62,5708.000000000017
63,5717.000000000019
64,5712.666666666685
65,5731.333333333351
66,5716.666666666684
67,5719.666666666685
68,5728.333333333351
69,5724.33333333335
70,5710.33333333335
71,5739.666666666686
72,5727.000000000017
73,5730.333333333351
74,5711.000000000018
75,5723.333333333351
76,5718.000000000017
77,5720.000000000018
78,5727.333333333352
79,5714.333333333352
80,5715.666666666685
81,5719.000000000018
82,5716.333333333352
83,5720.666666666685
84,5708.00000000002
85,5727.000000000018
86,5715.333333333352
87,5706.666666666685
88,5685.666666666688
89,5706.000000000025
90,5714.000000000025
91,5710.3333333333585
92,5710.666666666692
93,5707.666666666691
94,5709.000000000025
95,5716.000000000025
96,5712.0000000000255
97,5711.3333333333585
98,5715.666666666691
99,5711.3333333333585
100,5716.6666666666915
101,5716.000000000024
102,5716.0000000000255
103,5714.333333333358
104,5713.0000000000255
105,5717.0000000000255
106,5708.0000000000255
107,5703.000000000025
108,5711.6666666666915
109,5716.6666666666915
110,5710.666666666691
111,5713.666666666691
112,5711.3333333333585
113,5711.000000000025
114,5719.333333333358
115,5713.000000000025
116,5710.000000000025
117,5710.666666666692
118,5711.0000000000255
119,5713.3333333333585
120,5713.3333333333585
121,5712.6666666666915
122,5711.000000000024
123,5707.000000000025
124,5711.333333333358
125,5717.000000000024
126,5713.3333333333585
127,5715.66666666669
128,5711.000000000025
129,5714.000000000025
130,5714.6666666666915
131,5714.333333333358
132,5715.666666666692
133,5709.333333333358
134,5710.6666666666915
135,5708.000000000025
136,5709.0000000000255
137,5711.000000000025
138,5715.6666666666915
139,5705.000000000025
140,5712.333333333358
141,5708.6666666666915
142,5714.000000000025
143,5712.000000000026
144,5713.3333333333585
145,5704.6666666666915
146,5719.6666666666915
147,5716.3333333333585
148,5708.0000000000255
149,5712.000000000025
150,5716.000000000025
151,5714.0000000000255
152,5708.6666666666915
153,5711.6666666666915
154,5711.6666666666915
155,5709.666666666691
156,5717.333333333358
157,5719.666666666691
158,5709.6666666666915
159,5709.000000000025
160,5708.3333333333585
161,5715.0000000000255
162,5711.0000000000255
163,5713.666666666692
164,5712.333333333358
165,5716.666666666692
166,5715.6666666666915
167,5708.0000000000255
168,5713.000000000025
169,5713.666666666692
170,5713.666666666692
171,5719.666666666691
172,5715.6666666666915
173,5713.666666666691
174,5716.6666666666915
175,5715.3333333333585
176,5712.3333333333585
177,5710.666666666691
178,5708.6666666666915
179,5710.333333333358
180,5707.0000000000255
181,5709.000000000025
182,5710.3333333333585
183,5711.000000000025
184,5706.0000000000255
185,5716.3333333333585
186,5712.000000000025
187,5705.6666666666915
188,5710.6666666666915
189,5713.0000000000255
190,5722.6666666666915
191,5709.666666666692
192,5706.6666666666915
193,5719.0000000000255
194,5725.6666666666915
195,5721.6666666666915
196,5704.333333333358
197,5710.3333333333585
198,5713.0000000000255
199,5714.333333333358
200,5716.3333333333585
201,5714.0000000000255
202,5712.666666666692
203,5713.000000000025
204,5710.000000000025
205,5706.000000000025
206,5719.3333333333585
207,5714.333333333358
208,5718.3333333333585
209,5710.333333333358
210,5715.0000000000255
211,5713.666666666691
212,5714.0000000000255
213,5717.6666666666915
214,5717.3333333333585
215,5713.333333333358
216,5716.3333333333585
217,5715.333333333358
218,5711.6666666666915
219,5707.3333333333585
220,5708.3333333333585
221,5712.333333333358
222,5715.6666666666915
223,5711.000000000025
224,5717.3333333333585
225,5711.333333333358
226,5719.6666666666915
227,5713.000000000026
228,5717.666666666692
229,5717.6666666666915
230,5715.0000000000255
231,5721.3333333333585
232,5712.6666666666915
233,5711.3333333333585
234,5710.000000000025
235,5706.666666666691
236,5716.333333333358
237,5715.333333333358
238,5718.666666666691
239,5715.000000000025
240,5712.3333333333585
241,5714.666666666692
242,5712.000000000024
243,5711.0000000000255
244,5711.6666666666915
245,5705.666666666692
246,5714.666666666692
247,5715.6666666666915
248,5706.6666666666915
249,5712.666666666691
250,5708.3333333333585
251,5710.000000000025
252,5712.6666666666915
253,5708.0000000000255
254,5710.6666666666915
255,5710.6666666666915
256,5724.6666666666915
257,5710.666666666692
258,5715.000000000025
259,5708.3333333333585
260,5717.000000000025
261,5712.333333333358
262,5716.000000000025
263,5709.333333333358
264,5709.3333333333585
265,5717.333333333358
266,5723.6666666666915
267,5703.000000000024
268,5707.000000000025
269,5721.000000000025
